quiver exchange matrix,mutation acyclic,mutation abundant,mutation complete,mutation connected,mutation equivalent to a quiver with a mutation-cyclic 3-vertex subquiver,mutation finite,finite forkless part,finite preforkless part,surface quiver,mutation equivalent to a quiver with a vortex subquiver,totally proper,Alexander polynomial,number of vertices,determinant of exchange matrix,gcd vector,rank of exchange matrix,determinant of companion modulo 4,mutation cycle in class,minimum number of arrows in class,class index
[0 -1 2 0 1 0 0 -1 -2 0 0 0 0 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 -1 2 0 1 0 0 1 -2 0 0 0 0 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 -1 2 1 1 0 -2 0 -2 2 0 0 -1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 -1 2 1 1 0 0 -1 -2 0 0 0 -1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 -1 4 -3 1 0 0 0 -4 0 0 2 3 0 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -4 3 0 0 -2 1 4 2 0 -2 -3 -1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 -1 0 0 0 -1 2 0 0 0 1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 -1 0 0 0 1 2 0 0 0 1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 1 0 0 -4 3 2 4 0 -2 -1 -3 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 1 0 0 0 -1 2 0 0 -2 -1 1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 1 0 0 0 -1 2 0 0 0 -1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 1 0 0 0 1 2 0 0 -2 -1 -1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 1 0 0 0 1 2 0 0 0 -1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 3 0 0 0 -1 2 0 0 -4 -3 1 4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 3 0 0 0 -1 2 0 0 -2 -3 1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 3 0 0 0 1 2 0 0 -4 -3 -1 4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 -2 3 0 0 0 1 2 0 0 -2 -3 -1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 -2 -1 0 2 0 0 1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 -2 1 0 2 0 -2 1 -1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 -2 1 0 2 0 0 1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 -2 3 0 2 0 -4 1 -3 4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 -2 3 0 2 0 -2 1 -3 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 2 -3 0 -2 0 2 1 3 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 2 -3 0 -2 0 4 1 3 -4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 2 -1 0 -2 0 0 1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 2 -1 0 -2 0 2 1 1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 -1 0 0 2 1 0 -2 0 0 1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 -2 -1 0 2 0 0 -1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 -2 1 0 2 0 -2 -1 -1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 -2 1 0 2 0 0 -1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 -2 3 0 2 0 -4 -1 -3 4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 -2 3 0 2 0 -2 -1 -3 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 2 -3 0 -2 0 2 -1 3 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 2 -3 0 -2 0 4 -1 3 -4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 2 -1 0 -2 0 0 -1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 2 -1 0 -2 0 2 -1 1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 0 1 0 0 2 1 0 -2 0 0 -1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -3 0 0 0 -1 -2 0 0 2 3 1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -3 0 0 0 -1 -2 0 0 4 3 1 -4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -3 0 0 0 1 -2 0 0 2 3 -1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -3 0 0 0 1 -2 0 0 4 3 -1 -4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -1 0 0 0 -1 -2 0 0 0 1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -1 0 0 0 -1 -2 0 0 2 1 1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -1 0 0 0 1 -2 0 0 0 1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -1 0 0 0 1 -2 0 0 2 1 -1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 -1 0 0 4 -3 -2 -4 0 2 1 3 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 1 0 0 0 -1 -2 0 0 0 -1 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 2 1 0 0 0 1 -2 0 0 0 -1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 0 4 -3 0 0 2 -1 -4 -2 0 2 3 1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -4 3 -1 0 0 0 4 0 0 -2 -3 0 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 -1 -1 0 0 1 2 0 0 0 1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 -1 -1 0 2 0 2 -2 0 0 1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 0 -1 0 0 -1 2 0 0 0 0 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 0 -1 0 0 1 2 0 0 0 0 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 0 -1 0 2 -3 2 -2 0 4 0 3 -4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 0 -1 0 2 -1 2 -2 0 0 0 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 0 -1 0 2 1 2 -2 0 0 0 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 1 -1 0 0 0 2 0 0 -2 -1 0 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 1 -1 0 2 0 2 -2 0 0 -1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 3 -1 0 0 0 2 0 0 -2 -3 0 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 -2 3 -1 0 2 0 2 -2 0 -4 -3 0 4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -3 -1 0 -2 3 0 2 0 -4 3 -3 4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -1 -1 0 -2 0 0 2 0 0 1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -1 -1 0 -2 1 0 2 0 0 1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -1 -1 0 0 0 0 0 0 -2 1 0 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -1 -1 0 0 0 0 0 0 2 1 0 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -1 -1 0 0 1 0 0 0 -2 1 -1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -1 -1 0 0 1 0 0 0 2 1 -1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -1 -1 0 2 0 0 -2 0 0 1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 -1 -1 0 2 1 0 -2 0 0 1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 -4 3 0 4 0 -2 0 -3 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 -2 1 0 2 0 -2 0 -1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 -2 3 0 2 0 -2 0 -3 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 0 -1 0 0 0 -2 0 1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 0 -1 0 0 0 2 0 1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 0 1 0 0 0 -2 0 -1 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 0 1 0 0 0 2 0 -1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 2 -3 0 -2 0 2 0 3 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 2 -1 0 -2 0 2 0 1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 0 -1 0 4 -3 0 -4 0 2 0 3 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 1 -1 0 -2 0 0 2 0 0 -1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 1 -1 0 0 0 0 0 0 -2 -1 0 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 1 -1 0 0 0 0 0 0 2 -1 0 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 0 1 -1 0 2 0 0 -2 0 0 -1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 2 -3 -1 0 0 0 -2 0 0 2 3 0 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 2 -3 -1 0 0 3 -2 0 0 4 3 -3 -4 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 2 -1 -1 0 0 0 -2 0 0 2 1 0 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 2 -1 -1 0 0 1 -2 0 0 0 1 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 2 0 -1 0 0 -1 -2 0 0 0 0 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 2 0 -1 0 0 1 -2 0 0 0 0 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 1 4 -3 -1 0 0 0 -4 0 0 2 3 0 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -4 -3 -3 0 2 1 4 -2 0 0 3 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -4 -1 -3 0 2 0 4 -2 0 0 1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -4 0 -3 0 2 -1 4 -2 0 2 0 1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -4 1 -3 0 2 0 4 -2 0 0 -1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -2 -1 -3 0 2 0 2 -2 0 0 1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -2 -1 -3 0 4 3 2 -4 0 0 1 -3 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -2 0 -3 0 2 -1 2 -2 0 0 0 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -2 0 -3 0 2 1 2 -2 0 0 0 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -2 0 -3 0 4 -1 2 -4 0 0 0 1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -2 0 -3 0 4 1 2 -4 0 0 0 -1 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -2 1 -3 0 2 0 2 -2 0 0 -1 0 0 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 -2 1 -3 0 4 0 2 -4 0 -2 -1 0 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 0 -1 -3 0 -4 3 0 4 0 -2 1 -3 2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 3 4 -3 -3 0 0 1 -4 0 0 2 3 -1 -2 0],T,F,F,T,F,F,NULL,NULL,F,F,T,[1 2 -2 2 1],4,4,[1 1 2 1],4,0,T,13,1182
[0 -1 -6 4 1 0 0 0 6 0 0 -2 -4 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 -2 0 1 0 0 0 2 0 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 -2 0 1 0 0 0 2 0 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 -2 4 1 0 0 -4 2 0 0 -6 -4 4 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 -2 4 1 0 0 0 2 0 0 -2 -4 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 0 1 0 -6 4 0 6 0 -2 0 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 0 1 0 -2 0 0 2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 0 1 0 -2 0 0 2 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 0 1 0 -2 4 0 2 0 -2 0 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 0 1 0 2 -4 0 -2 0 2 0 4 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 0 1 0 2 0 0 -2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 0 1 0 2 0 0 -2 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 0 1 0 6 -4 0 -6 0 2 0 4 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 0 4 1 0 2 -4 0 -2 0 6 -4 4 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 2 -4 1 0 -2 0 -2 2 0 6 4 0 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 2 -4 1 0 0 0 -2 0 0 2 4 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 2 0 1 0 -2 0 -2 2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 2 0 1 0 -2 0 -2 2 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 2 0 1 0 -2 4 -2 2 0 -6 0 -4 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 2 0 1 0 0 0 -2 0 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 2 0 1 0 0 0 -2 0 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 -1 6 -4 1 0 0 0 -6 0 0 2 4 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 -6 4 -1 0 0 0 6 0 0 -2 -4 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 -2 0 -1 0 0 0 2 0 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 -2 0 -1 0 0 0 2 0 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 -2 0 -1 0 2 -4 2 -2 0 6 0 4 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 -2 0 -1 0 2 0 2 -2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 -2 0 -1 0 2 0 2 -2 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 -2 4 -1 0 0 0 2 0 0 -2 -4 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 -2 4 -1 0 2 0 2 -2 0 -6 -4 0 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 0 -4 -1 0 -2 4 0 2 0 -6 4 -4 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 0 0 -1 0 -6 4 0 6 0 -2 0 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 0 0 -1 0 -2 0 0 2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 0 0 -1 0 -2 0 0 2 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
[0 1 0 0 -1 0 -2 4 0 2 0 -2 0 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 5 -8 5 1],4,4,[1 1 2 2],4,0,T,13,1183
